App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
Hindi Desi Kahaniya - Kahaniya Desi Hindi Story,com.kahaniya.hindikhanyaa.hindi,Entertainment,3.7,99,"10,000+",10000,20042,True,0,USD,4.7M,5.0 and up,TechAnand,,jainniharika648@gmail.com,"Aug 17, 2020","Mar 08, 2021",Mature 17+,,True,False,False,2021-06-15 20:20:54
Fireballs In The Sky,com.tw.fireballs,Education,3.3,214,"10,000+",10000,19850,True,0,USD,4.7M,4.0 and up,Digital Media Unit,http://www.fireballsinthesky.com.au/,fireballs@curtin.edu.au,"Sep 24, 2013","Feb 27, 2015",Everyone,,False,False,False,2021-06-15 20:20:54
World Browser - Fast & Simple Browser,com.browser.elmurzaev,Tools,4.2,264,"10,000+",10000,36298,True,0,USD,4.0M,5.0 and up,Split IT,https://worldbrowser.ru,islamelmurzaew88@gmail.com,"Sep 17, 2020","Mar 15, 2021",Everyone,http://worldbrowser.ru/privacy.html,True,True,False,2021-06-15 20:20:54
Balls in the Hole,com.yepaisa.ballinhole,Puzzle,3.4,510,"50,000+",50000,87369,True,0,USD,35M,4.0 and up,Yepaisa.com,https://www.yepaisa.com,ankush@mangals.com,"Jul 10, 2015","Sep 24, 2015",Everyone,https://www.yepaisa.com/privacypolicy,True,False,False,2021-06-15 20:20:54
آيات للسائلين - القرآن الكريم,com.mosa.quranmini,Books & Reference,4.4,7,100+,100,253,True,0,USD,85M,4.1 and up,MOUSA ALFIFI,,mo2002om@gmail.com,"Jul 6, 2019","Jul 09, 2019",Everyone,,False,False,False,2021-06-15 20:20:54
Madagascar Radio Station Online - Madagascar FM AM,apps.pandoutah.radio.madagascar,Music & Audio,0.0,0,"1,000+",1000,1251,True,0,USD,5.3M,4.1 and up,"World Radio FM AM, Music and News",http://pandoutah.com,help.pandoutah@gmail.com,"Mar 21, 2018","Dec 08, 2020",Everyone,https://storage.googleapis.com/pandoutah/policy/policy.txt,True,False,False,2021-06-15 20:20:54
قصص انجليزية مترجمة للعربية,com.englishstories.ymcizasapps,Education,4.3,39,"100,000+",100000,113865,True,0,USD,6.1M,4.1 and up,Ymciza-s Apps,https://ymcizasapps.com/%D9%82%D8%B5%D8%B5-%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D9%85%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D8%A8%D8%AF%D9%88%D9%86-%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D9%84%D8%AA%D8%B9%D9%84%D9%85/,ymcizaapps@gmail.com,"Jan 1, 2018","Sep 08, 2020",Everyone,https://sites.google.com/view/english-stories-translated/privacy-policy,True,False,False,2021-06-15 20:20:54
Jeep Wallpapers 4K,com.mobilkeren.mobilecakepbae,Auto & Vehicles,0.0,0,"1,000+",1000,1058,True,0,USD,59M,4.0.3 and up,Delima Arc,http://antdev.site/app-ads.txt,indrinisofya7@gmail.com,"Jul 16, 2019","Mar 10, 2020",Everyone,https://docs.google.com/document/d/1jQD-M8YdnMWgHPM6U0S1Y8f2zJRTnjpji8C9pdxYeWo/edit?usp=sharing,True,False,False,2021-06-15 20:20:54
Monkey Jungle Escape,com.MonkeyJungle.MonkeyJungleEscape,Arcade,0.0,0,10+,10,35,True,0,USD,21M,5.1 and up,SzpakPL,,szpmic93@gmail.com,"Feb 26, 2020","Feb 26, 2020",Everyone,https://docs.google.com/document/d/1iwsqFgCxpTZBP-5460iJ4AY5PGRkNFbtGm70TNU1YxI/edit?usp=sharing,False,False,False,2021-06-15 20:20:54
Top Draft for Dota 2,com.colinrtwhite.dota.topdraft,Entertainment,4.2,892,"100,000+",100000,120448,True,0,USD,17M,5.0 and up,Colin White Android Apps,http://www.colinwhite.me,colin@colinwhite.me,"Feb 14, 2017","May 02, 2021",Everyone,https://colinwhite.me/top_draft_privacy_policy.html,False,False,False,2021-06-15 20:20:54
Wespr,ch.awsmdigital.wespr,Lifestyle,0.0,0,10+,10,22,True,0,USD,19M,4.4 and up,AWSM Digital Ltd,https://getwespr.com,info@wespr.app,"Jun 29, 2020","Aug 24, 2020",Everyone,https://getwespr.com/data-protection-policy,False,False,False,2021-06-15 20:20:54
Jelly Man Climb,jp.co.inmotion.jmanclimb,Action,0.0,0,"1,000+",1000,1422,True,0,USD,50M,4.4 and up,"in Motion, Inc.",,z1701@support.cybird.ne.jp,"Apr 27, 2021","Apr 27, 2021",Everyone,https://neko-jima.com/privacy.html,True,False,False,2021-06-15 20:20:54
Escape Hidden Objects Mystery Room,com.newageapps.room.hiddenobject,Adventure,0.0,0,100+,100,361,True,0,USD,47M,4.2 and up,NewAge Apps,https://kfca31fb0.app-ads-txt.com,newageapps09@gmail.com,"May 8, 2019","Jul 19, 2019",Everyone,https://newageapps-privacypolicy.blogspot.com/p/privacy-policy.html,True,False,False,2021-06-15 20:20:54
Bruno e Marrone - Por um minuto,com.porumminuto,Music & Audio,4.5,8,"1,000+",1000,3621,True,0,USD,17M,4.1 and up,Lorenzo Correa,,lorenzocorrea.ge@gmail.com,"Oct 20, 2019","Oct 20, 2019",Everyone,https://sites.google.com/view/musicaap/p%C3%A1gina-inicial,True,False,False,2021-06-15 20:20:54
كوميك الاهلي والزمالك 2017,com.comicsahlyzamelk,Entertainment,4.1,1367,"100,000+",100000,194576,True,0,USD,17M,4.0 and up,Marketaro,https://beroapps-db994.web.app/,nady.sedky@gmail.com,"Mar 16, 2017","May 29, 2019",Everyone,https://beroapps-db994.web.app/ahlycomics_policy.html,True,False,False,2021-06-15 20:20:54
CellDe RetailD Pro,com.celldestack_demo,Business,0.0,0,10+,10,20,True,0,USD,6.5M,4.4 and up,CellDe,https://www.cellde.com/,android@cellde.com,"Mar 2, 2020","Nov 26, 2020",Everyone,https://www.cellde.com/privacy-policy,False,False,False,2021-06-15 20:20:54
Shepherd's Finance,com.app.shepherdsfinance,Business,0.0,0,5+,5,6,True,0,USD,24M,5.0 and up,Shepherd's Finance,,Talk2Us@shepherdsfinance.com,"Jan 17, 2020","Jan 17, 2020",Everyone,https://appcdn.media/privacy/?app=Shepherds%20Finance,False,False,False,2021-06-15 20:20:55
أفضل الدراما التركية 2020,app.blanca.TurkishDramaInArabic,Entertainment,2.5,13,"5,000+",5000,5132,True,0,USD,7.2M,4.1 and up,Blanca,,briensusan0@gmail.com,"Jul 9, 2020","Jul 09, 2020",Teen,https://www.freeprivacypolicy.com/privacy/view/d82e37e044d252f870cf074868a2bd93,True,False,False,2021-06-15 20:20:55
Bill Splitter,com.appfactory.billsplitter,Shopping,0.0,0,50+,50,80,True,0,USD,1.6M,2.2 and up,Apps Factory-SA,,jordaan.dawid@gmail.com,"Feb 24, 2016","Feb 25, 2016",Everyone,,False,False,False,2021-06-15 20:20:55
Retail Plus,com.sooya.retailplus,Business,0.0,0,100+,100,144,True,0,USD,1.5M,4.0 and up,Sooya Software,https://www.sooya.com.au,app@sooya.com.au,"Jan 4, 2020","Sep 28, 2020",Everyone,https://www.sooya.com.au/licence-agreement/sooya-software-licence-agreement,False,False,False,2021-06-15 20:20:55
Overachiever: Mini Games,com.romale.overachiever,Arcade,4.8,17,100+,100,485,True,0,USD,26M,5.0 and up,Romale game studio,http://wasted-droid.com,romale.studio@gmail.com,"Jan 5, 2015","Apr 10, 2019",Teen,http://wasted-droid.com/privacy-policy-for-our-mobile-apps/,True,False,False,2021-06-15 20:20:55
CHAKRAVRIDDHI,com.ifa.chakravriddhi.app,Finance,0.0,0,50+,50,76,True,0,USD,1.7M,4.0 and up,My Planner,,baruahmr@gmail.com,"Jan 30, 2018","Sep 28, 2018",Everyone,https://www.ifanow.com/privacy.html,False,False,False,2021-06-15 20:20:55
ADJUSTAMATTRESS,com.ore.jalon.adjusta_android,Tools,0.0,0,500+,500,756,True,0,USD,5.5M,6.0 and up,OKIN Refined,http://www.okin-refined.com,jarek.yu@refinedchina.com,"Mar 21, 2018","May 28, 2018",Everyone,,False,False,False,2021-06-15 20:20:55
Mr Drew All Songs,mr.drew,Music & Audio,0.0,0,10+,10,26,True,0,USD,9.5M,4.1 and up,MA LUCY TECH,,malucytech@gmail.com,"Mar 21, 2021","Mar 21, 2021",Teen,http://www.e-droid.net/privacy.php?ida=1426026&idl=en,True,False,False,2021-06-15 20:20:55
Watermark ALL NoAds,net.blackdevelopers.watermarkallnoads,Productivity,0.0,0,5+,5,9,False,1.99,USD,4.1M,4.4 and up,BlackDevelopers,http://blackdevelopers.net,admin@blackdtools.com,"Oct 16, 2018","Dec 10, 2020",Everyone,http://blackdevelopers.net/?page_id=103,False,False,False,2021-06-15 20:20:55
"Balti Night, Middlesborough",com.orderdirectly.baltinightmiddlesborough,Food & Drink,0.0,0,10+,10,27,True,0,USD,18M,5.0 and up,Order Directly,http://balti-night.com/,support@orderdirectly.com,"Feb 27, 2020","Feb 27, 2020",Everyone,http://www.orderdirectly.com/privacy,False,False,False,2021-06-15 20:20:55
Micasa420 - Guia Canábico,com.micasa420.app,Lifestyle,4.7,9,"1,000+",1000,1729,True,0,USD,1.1M,4.1 and up,Micasa420,https://micasa420.com,info@micasa420.com,"Jan 30, 2020","Jun 28, 2020",Everyone,https://app.micasa420.com/privacy_policies,False,False,False,2021-06-15 20:20:55
Crescendo by Sependa,com.crescendoapp.crescendo,Business,,,10+,10,10,True,0,USD,Varies with device,Varies with device,Sependa Inc.,http://crescendoapp.com,contact@crescendoapp.com,,"Jun 11, 2021",Everyone,,False,False,False,2021-06-15 20:20:55
Easy Way +,com.easywayplus,Lifestyle,0.0,0,100+,100,216,True,0,USD,5.5M,4.4 and up,Easy Way +,https://easyway-kw.com,easyway.kw@outlook.com,"Jun 4, 2019","Jan 01, 2020",Everyone,https://easyway-kw.com,False,False,False,2021-06-15 20:20:55
Bike Striker,com.wagame.BikeStrikeLite,Racing,3.5,1076,"100,000+",100000,227114,True,0,USD,22M,4.1 and up,WaGame,http://www.wagame.com,gphone@wagame.com.tw,"Jul 1, 2011","Aug 25, 2020",Everyone,http://privacy.wagame.com.tw,True,False,False,2021-06-15 20:20:55
PCH Mexican Grill & Seafood,com.ordrslip.pch.mexican.grill.and.seafood,Food & Drink,0.0,0,100+,100,122,True,0,USD,58M,5.0 and up,Ordrslip Mobile Apps,https://ordrslip.com/contact,support@ordrslip.com,"Aug 25, 2020","May 06, 2021",Everyone,https://ordrslip.com/privacy-policy/,False,False,False,2021-06-15 20:20:55
Space Wallpapers,com.naira.spacewallpapers,Personalization,0.0,0,100+,100,105,True,0,USD,3.6M,4.4 and up,Naira Apps,http://elohimapps.com,fitilaware@outlook.com,"Sep 23, 2017","Sep 23, 2017",Everyone,http://elohimapps.co/privacy,True,False,False,2021-06-15 20:20:55
Password Generator,com.mobile.suraj.passwordgenerator,Tools,0.0,0,100+,100,221,True,0,USD,1.1M,4.4 and up,Suraj Raj,,suraj.s.raj@gmail.com,"Oct 2, 2016","Oct 12, 2016",Everyone,,False,False,False,2021-06-15 20:20:55
RealShow Twin,tw.com.realshow.speakerapp,Music & Audio,3.3,10,"1,000+",1000,3756,True,0,USD,15M,4.0.3 and up,瑞雲資訊股份有限公司,https://www.realshow.com.tw,service@realshow.com.tw,"May 17, 2017","Sep 28, 2017",Everyone,https://www.realshow.com.tw/terms,False,False,False,2021-06-15 20:20:55
Aristo Reload: Distributor Pulsa & Kuota Nasional,com.otoreport.aristoreload,Productivity,4.1,31,"1,000+",1000,1047,True,0,USD,2.3M,4.0 and up,PT. Kampung Technology,http://www.bayarpraktis.com,alcayoga@gmail.com,"Dec 26, 2017","Feb 21, 2019",Everyone,http://aristo.otoreport.com/privacypolicy.php,False,False,False,2021-06-15 20:20:55
Coachyy Player,de.fastline.coachyyplayer,Video Players & Editors,4.0,41,"1,000+",1000,1405,True,0,USD,49M,4.1 and up,fastline GmbH & Co. KG,http://www.fastline24.de,info@fastline24.de,"Apr 20, 2016","Apr 21, 2021",Everyone,https://fastline24.de/datenschutz.html,False,True,False,2021-06-15 20:20:55
Поиск арбитражных дел,com.myapparbitrsearch.arbitrSearch,Productivity,0.0,0,500+,500,585,True,0,USD,11M,4.4 and up,Leo Andrew,,u766979787368@gmail.com,"Mar 10, 2021","Mar 30, 2021",Everyone,,True,False,False,2021-06-15 20:20:55
"Bihar GK In Hindi, Uttar Pradesh (UP) - Allgroup",com.allgroup81.BiharUPgkAllgroup,Education,0.0,0,10+,10,19,True,0,USD,7.5M,5.0 and up,PK All Group,,allgroup81@gmail.com,"Sep 12, 2020","Dec 15, 2020",Everyone,https://gkallgroup.blogspot.com/2020/09/privacy-policy-bihar-up-gk-in-hindi.html,False,False,False,2021-06-15 20:20:55
BuryFeel - International,com.buryfeel.eng,Social,4.2,5,50+,50,74,True,0,USD,25M,4.0 and up,Swiven,http://www.buryfeel.com,service@buryfeel.com,"Mar 19, 2014","Oct 11, 2014",Everyone,http://www.buryfeel.com/privacy.cshtml,False,False,False,2021-06-15 20:20:56
QIAN YAO,com.langtao.qianyao,Video Players & Editors,2.4,144,"10,000+",10000,18473,True,0,USD,25M,4.4 and up,Qian S.A. de C.V,http://www.qian.mx,marketing@qian.mx,"Oct 16, 2017","Jan 15, 2019",Everyone,http://anycam.goolink.org/privacy/privacy.html,False,False,False,2021-06-15 20:20:56
Thai Orchid KC,com.chownow.thaiorchidkc,Food & Drink,0.0,0,50+,50,87,True,0,USD,17M,5.0 and up,ChowNow,http://www.chownow.com,eng-android@chownow.com,"Apr 10, 2020","May 15, 2020",Everyone,https://www.chownow.com/privacy-policy,False,False,False,2021-06-15 20:20:56
Quick Cab Driver,com.quickcab.taxicabdriver,Travel & Local,0.0,0,1+,1,4,True,0,USD,15M,4.4W and up,Ranker Study,,pvtltdmishragroup@gmail.com,"May 30, 2021","May 30, 2021",Everyone,https://app.quickcab.org/privacy,False,False,False,2021-06-15 20:20:56
Classic Brick-Leisure & Puzzle,com.sanjianke.classicalbrick,Puzzle,0.0,0,0+,0,0,True,0,USD,14M,4.1 and up,AUGame,,luckygamemen@gmail.com,"Jun 8, 2021","Jun 09, 2021",Everyone,https://sites.google.com/view/classicsbrick-privacy-policy/%E9%A6%96%E9%A1%B5,True,False,False,2021-06-15 20:20:56
Gautama Buddha(Buddhism),buddha.gautama.Buddhism,Books & Reference,0.0,0,100+,100,294,True,0,USD,5.0M,4.0 and up,Ruang Belajar PDKN,,aprilia.nofita@gmail.com,"Oct 20, 2019","Oct 21, 2019",Everyone,https://ramadantiba.blogspot.com/,True,False,False,2021-06-15 20:20:56
Woody's Wagon,com.foodbooking.woodyswagon,Food & Drink,0.0,0,5+,5,5,True,0,USD,6.3M,6.0 and up,GlobalFood,https://www.globalfoodsoft.com,contact@globalfoodsoft.com,"May 13, 2020","May 14, 2020",Everyone,https://www.globalfoodsoft.com/privacy.html,False,False,False,2021-06-15 20:20:56
Latin M(A)L,com.emm.app.masteranylanguage.latin,Education,0.0,0,100+,100,402,True,0,USD,1.6M,4.0.3 and up,"Enterprise Matchmakers, LLC",http://www.masteranylanguage.com,affiliates@enterprisematchmakers.com,"Oct 15, 2017","Jan 07, 2018",Everyone,https://www.masteranylanguage.com/c/l/o/o/privacy,True,False,False,2021-06-15 20:20:56
Video Editor - Photo to Video Maker,com.yellowchillymobileapps.videoeditorphototovideomaker,Video Players & Editors,4.1,1926,"1,000,000+",1000000,1108867,True,0,USD,29M,4.4 and up,Yellow Chilly Mobile Apps,,RomainLerouxsd@gmail.com,"Nov 22, 2018","Oct 02, 2020",Everyone,https://docs.google.com/document/d/e/2PACX-1vT8O3yEXRDs3mZry297et3J8OWIaHyXJp-GB3_QYxLCaSHkHCXcfxdWnoblAivA4zu2WavW3js05gg0/pub,True,False,False,2021-06-15 20:20:56
Mootame - Membantu Dengan Cepat,com.mootame,Books & Reference,0.0,0,50+,50,50,True,0,USD,10M,4.1 and up,Aplikasi Karya Wibawa,https://mootame.gorontaloprov.go.id,daemswibowo@gmail.com,"Jun 18, 2020","Sep 01, 2020",Everyone,https://mootame.gorontaloprov.go.id,False,False,False,2021-06-15 20:20:56
Learn kung fu. Martial Arts,aprenderkungfu.artesmarcialesfree.karate,Sports,0.0,0,100+,100,194,True,0,USD,6.6M,5.1 and up,Platino Gris,,platinogris028@gmail.com,"Apr 3, 2021","Apr 03, 2021",Everyone,https://docs.google.com/document/d/18AOIHm-IcFnTk4QqBOnD5QLFVoKNGn4BR6LLrPDF6Vs/edit?usp=sharing,True,False,False,2021-06-15 20:20:56
Potomac River - Washington GPS Map Navigator,com.flytomap.marineapp.worldviewer.potomacriver,Maps & Navigation,0.0,0,10+,10,14,False,2.99,USD,59M,5.0 and up,FLYTOMAP INC,http://flytomap.com,flytomap@gmail.com,"Jul 1, 2017","Dec 22, 2020",Everyone,http://www.flytomap.com/PrivacyPolicy.html,False,False,False,2021-06-15 20:20:56
"Bhagavad Gita - Ramayan, Shiva Trilogy by Amish",com.ramayan.bhagavadgita,Books & Reference,4.0,26,"1,000+",1000,2150,True,0,USD,29M,5.0 and up,Books App Studio,https://booksnovelsapp.blogspot.com,booksappstudio@gmail.com,"Jun 20, 2020","Jan 07, 2021",Everyone,https://docs.google.com/document/d/19gNzdK-amIL1Us0fFA0hctgrsP_7qcrN8xkNphx_uPI/edit?usp=sharing,True,True,False,2021-06-15 20:20:56
Brennen College Library,in.brennenlibrary.centrallibrary,Education,0.0,0,"1,000+",1000,1882,True,0,XXX,5.9M,4.4 and up,Ajith v Giri,https://brennenlibrary.in,librariangbct@gmail.com,"Nov 1, 2020","Apr 12, 2021",Everyone,https://drive.google.com/file/d/1mAS4N9dpBX4a2I9ZfjwImDg8zzjZtxPs/view?usp=sharing,False,False,False,2021-06-15 20:20:56
Islamic Wikipedia,com.islamicwikipedia.cwkmedia,Lifestyle,0.0,0,100+,100,107,True,0,USD,12M,4.2 and up,CWK Media,,cwkmedia.info@gmail.com,"May 19, 2020","May 23, 2020",Everyone,https://cwkmedia.neocities.org/islamic_wikipedia_privacy.html,True,False,False,2021-06-15 20:20:56
Rumah Belajar Ar-Rasyid,id.rumahbelajar.arrasyid.jaksel,Educational,3.9,139,"10,000+",10000,12308,True,0,USD,11M,4.0.3 and up,Examination Devs,http://rbarrasyid.blogspot.co.id,tenggaraa9@gmail.com,"Oct 31, 2017","Mar 15, 2019",Everyone 10+,http://rbarrasyid.blogspot.com/2017/10/privacy-policy.html,True,False,False,2021-06-15 20:20:56
Sub Rosa Pro,com.thursby.pkard.subrosa,Productivity,2.0,69,"1,000+",1000,1317,False,99.99,USD,98M,7.0 and up,"Thursby Software Systems, LLC",https://www.thursby.com/products/sub-rosa-pro-android,support@thursby.com,"Nov 3, 2016","Sep 09, 2020",Everyone,http://www.thursby.com/company/privacy-policy,False,True,False,2021-06-15 20:20:56
Sudoku Solver Free,de.mindrunner.android.sudokusolver,Productivity,3.3,7,"1,000+",1000,2574,True,0,USD,2.7M,4.0.3 and up,mindrunner,https://www.mindrunner.de,open@mindrunner.de,"Dec 21, 2014","May 07, 2019",Everyone,https://www.mindrunner.de/privacy-policy/,True,True,False,2021-06-15 20:20:56
coffee cup wallpaper - parallax wallpaper cartoon,com.woodenboxlwp.coffee.cup.wallpaper.drink.cafe.foliage.pro,Personalization,0.0,0,0+,0,0,False,1.49,USD,28M,4.2 and up,woodenboxlwp,,woodenboxlwp@gmail.com,"Sep 29, 2020","Sep 29, 2020",Teen,https://khicomro.club/privacy-policy/,False,False,False,2021-06-15 20:20:56
Faith's Faves,blueflame.faithreddwalker,Shopping,0.0,0,10+,10,25,True,0,USD,38M,4.4 and up,Blue Flame Technology LLC,http://www.faithreddwalker.com,faith@faithreddwalker.com,"Aug 13, 2020","Sep 02, 2020",Everyone,https://faithreddwalker.blueflame.technology/docs/faithpolicy.pdf,False,False,False,2021-06-15 20:20:56
Meditation Music - Relax,com.appworld.meditation.relax,Health & Fitness,4.0,2876,"500,000+",500000,826328,True,0,USD,6.9M,4.2 and up,apptech_Infotech,http://appworldinfotech.com/,appworldinfotech@gmail.com,"Jul 25, 2017","Jan 21, 2020",Everyone,http://appworldinfotech.com/privacy_policy/index.html,True,True,False,2021-06-15 20:20:57
find and trace mobile number,com.searchlost.myphone.locator,Tools,3.0,6,500+,500,599,True,0,XXX,5.3M,4.0.3 and up,Mobile Number Locator Developper,,alaouiib.fsst@gmail.com,"Mar 22, 2021","Mar 23, 2021",Everyone,,True,False,False,2021-06-15 20:20:57
Pastor Bob Joyce,com.customchurchapps.app0v6zeowv,Lifestyle,4.9,35,"1,000+",1000,1350,True,0,USD,5.4M,4.1 and up,Subsplash Inc,https://customchurchapps.com,info@customchurchapps.com,"Dec 12, 2018","Mar 07, 2019",Everyone,https://customchurchapps.com/privacy,False,False,False,2021-06-15 20:20:57
Zoology Dictionary,com.edictonary.Zoology.Dictionary,Education,4.2,21,"1,000+",1000,3113,True,0,USD,4.9M,5.0 and up,E-Dictionary,,polunmawesaropli@gmail.com,"Dec 28, 2018","Dec 30, 2020",Everyone,https://sites.google.com/view/e-dictionaryapps/home,True,False,False,2021-06-15 20:20:57
The Summit Bible Church,com.church.summit,Productivity,5.0,54,"1,000+",1000,1105,True,0,USD,9.8M,5.0 and up,SUMMIT BIBLE CHURCH,http://thesummitbc.org,thesummitbc@gmail.com,"Mar 5, 2018","Jan 18, 2021",Everyone,http://thesummitbc.org,False,False,False,2021-06-15 20:20:57
Lagu Nike Ardila Offline Lengkap,com.noviaapp.lagunikeardilalengkap,Music & Audio,4.4,234,"50,000+",50000,58355,True,0,USD,24M,4.1 and up,noviaapp,https://o5e968be3.app-ads-txt.com,noviabaihaki@gmail.com,"Feb 13, 2019","Apr 11, 2020",Everyone,https://sebuahce.blogspot.com/2019/01/privacy-policy.html,True,False,False,2021-06-15 20:20:57
Serbian cyrillic MessagEase,com.exideas.cp.words.serbianc,Tools,0.0,0,"1,000+",1000,2517,True,0,USD,3.4M,2.1 and up,Exideas,http://www.exideas.com,support@exideas.com,"Mar 25, 2013","Mar 29, 2013",Everyone,http://www.exideas.com/ME/privacy.php,False,False,False,2021-06-15 20:20:57
eR - evento Responsable - RTHDeCO2,com.goodbarber.evresponsable,Lifestyle,0.0,0,50+,50,60,True,0,USD,16M,4.4 and up,Reduce Tu Huella de CO2,http://www.eventoresponsable.com.ar/,aporte@eventoresponsable.com.ar,"Apr 23, 2017","Sep 08, 2020",Everyone,https://www.eventoresponsable.com.ar/politica_de_privacidad.html,True,False,False,2021-06-15 20:20:57
Clark's Bakery,com.mtcmobile.clarksbakery,Food & Drink,4.6,70,"5,000+",5000,5315,True,0,USD,16M,5.0 and up,Hungrrr,http://www.mtcmedia.co.uk,apps@hungrrr.co.uk,"Mar 14, 2018","Sep 28, 2020",Everyone,http://www.privacy.hungrrr.co.uk/shop/privacy-policy/?id=152,False,False,False,2021-06-15 20:20:57
Humans vs Virus - Episode 5 The Party Continues,pandemicavenger.pandemicavenger,Casual,0.0,0,10+,10,20,True,0,USD,3.5M,4.4 and up,RSC studio,,Rodrigo.SaizCalero@gmail.com,"Oct 1, 2020","Jan 07, 2021",Everyone,,False,False,False,2021-06-15 20:20:57
Paris Offline City Map Lite,de.topobyte.apps.offline.stadtplan.lite.paris,Travel & Local,3.8,152,"10,000+",10000,36945,True,0,USD,23M,4.0 and up,Topobyte.de,http://www.topobyte.de,sebastian.kuerten@fu-berlin.de,"Nov 9, 2013","Mar 13, 2021",Everyone,https://topobyte.de/stadtplan/privacy-policy-ads,True,False,False,2021-06-15 20:20:57
رقية المنزل والأولاد الشاملة - من العين والسحر,com.ezawy.roqyahouse,Music & Audio,4.7,174,"10,000+",10000,40701,True,0,USD,22M,4.0.3 and up,EzawyApps,,ezawy2@gmail.com,"Mar 11, 2019","Mar 11, 2019",Everyone,https://ezawyapps.blogspot.com/p/privacy-policy.html,True,False,False,2021-06-15 20:20:57
Smoker's Calc,com.greycatapps.smokerscalc,Health & Fitness,0.0,0,5+,5,9,True,0,USD,8.5M,4.1 and up,Grey Cat Apps,http://greycatapps.com,support@greycatapps.com,"Dec 21, 2019","Dec 30, 2019",Everyone,https://greycatapps.com/privacy-policy/,True,False,False,2021-06-15 20:20:57
Nakoda Unique Gold,com.ionicframework.nakoda280617535212,Finance,0.0,0,500+,500,633,True,0,USD,4.3M,4.4 and up,Logimax Technologies Private Limited,http://www.logimaxindia.com,ragu@logimaxindia.com,"Jun 29, 2017","Dec 18, 2018",Everyone,http://www.nakodauniquegold.com,False,False,False,2021-06-15 20:20:58
Dj Di Tinggal Pas Sayang Sayange - Dj Opus Remix,com.djremix.mp3fullbass.myapp,Music & Audio,4.2,67,"10,000+",10000,25498,True,0,USD,71M,4.1 and up,SOUND EXTREME 68,https://lc03fb9bd.app-ads-txt.com,soundextreme68@gmail.com,"Aug 13, 2020","Feb 25, 2021",Everyone,http://studio-viral-music.online/privacy-policy/index.php/2020/05/16/privacy-policy/,True,False,False,2021-06-15 20:20:58
Mandarin Chinese - Saraiki Dictionary,com.pronunciatorllc.bluebirddictionary.mandarinchinese.saraiki,Education,0.0,0,1+,1,2,True,0,USD,28M,4.1 and up,Bluebird Languages,https://bluebirdlanguages.com,android@bluebirdlanguages.com,"Jan 7, 2021","Jan 08, 2021",Everyone,https://bluebirdlanguages.com/bluebird-languages-privacy-policy/,True,False,False,2021-06-15 20:20:58
Concepts of Organic Chemistry,study.pedagogy.conceptsoforganicchemistry,Education,0.0,0,10+,10,28,True,0,USD,122M,5.0 and up,Infiprep,,infiprep@gmail.com,"Dec 16, 2020","Apr 11, 2021",Everyone,https://www.pedagogy.study/privacy-policy,False,False,False,2021-06-15 20:20:58
FitnessMetabolic,com.fitnessmetabolic.FitnessMetabolic,Sports,5.0,24,100+,100,195,True,0,USD,88M,4.4 and up,FitnessMetabolic,https://fitnessmetabolic.ro/,contact@fitnessmetabolic.ro,"Mar 4, 2021","Apr 14, 2021",Everyone,https://sites.google.com/view/tandemapps/,False,True,False,2021-06-15 20:20:58
Đặt xe Thái Nguyên,com.hoanggia.uberthainguyen,Maps & Navigation,4.6,20,"1,000+",1000,1758,True,0,USD,Varies with device,4.1 and up,VNSAT,,thonvba01@gmail.com,"Jan 26, 2018","Jan 17, 2020",Everyone,http://ubertn.hoanggiatelecom.vn/dksd/policy.html,False,False,False,2021-06-15 20:20:58
Themarketdeal,com.app.p8758EA,Shopping,4.7,21,100+,100,141,True,0,USD,26M,2.3.3 and up,TheMarketDeal,http://www.themarketdeal.com,t.y.adedamola@gmail.com,"Apr 8, 2019","Apr 12, 2019",Everyone,https://www.shopify.com/legal/privacy,False,False,False,2021-06-15 20:20:58
재테크 월급쟁이부자들 - 부업 투자 알바,com.cocoa.cocoa_19687_5dff6536aa513,Communication,4.5,315,"10,000+",10000,49748,True,0,USD,3.0M,4.4 and up,Volarnit,,korensalyttein@gmail.com,"Dec 23, 2019","Dec 24, 2019",Teen,https://zaetechstandard.appskorea.net/m/privacy,False,False,False,2021-06-15 20:20:58
Galaxy Monkey Emoji Keyboard Theme,com.kkkeyboard.emoji.keyboard.theme.Monkey,Personalization,4.2,10,"5,000+",5000,7018,True,0,USD,3.3M,4.0 and up,Themes Dev Team,http://www.facebook.com/kkemojikeyboard,themeteamstudio@gmail.com,"Jul 11, 2017","Dec 26, 2018",Mature 17+,http://www.emoji-keyboard.com/xn/PrivacyPolicy.html,True,False,False,2021-06-15 20:20:58
